date,id,content,user,place_id,reply_count,like_count,retweet_count,retweeted_tweet
2019-07-06 01:57:07+00:00,1147323561276784651,Why am I spending my summer days educating adults about the importance of my future and those already impacted by the climate disaster? #SchoolStrike4Climate #fridaysforfuture @FFF_USA @GretaThunberg @EricHolthaus @AlexandriaV2005 @Jamie_Margolin https://t.co/L8lUcIrN2m,queenbeetheag,,12,474,124,
2019-07-05 15:46:43+00:00,1147169945505148930,Hannover getting started. #FridaysForFuture,GretaThunberg,,14,1999,347,
2019-07-05 13:05:07+00:00,1147129280327012352,"17th week.
I'm not alone anymore :)
#FridaysForFuture 
#ClimateEmergency https://t.co/wQiy1xrXlZ",MakichyanA,,28,1188,162,
2019-07-05 10:26:19+00:00,1147089314934923265,"Climate Strike Week 15. Moving into busier and busier locations every week. Today's strike is at Ortaköy, a very popular spot on the European side of the Bosphorus. People are interested but shy. @GretaThunberg @FridaysTurkey #schoolstrike4climate #climatestrike #fridaysforfuture https://t.co/Y9l66gKy0b",CevikusHB,,14,861,188,
2019-07-05 09:35:06+00:00,1147076425670955008,"The millions of children striking from school will become millions of adults striking from work if our governments continue to fail to #ActNow on the climate and ecological emergencies.

#FridaysForFuture

https://t.co/5HQkqqOel4

#RebelForLife

https://t.co/PzxBohj9iu https://t.co/SU7iqef4cT",ExtinctionR,,23,1231,417,
2019-07-05 07:26:48+00:00,1147044138375942144,#Fridaysforfuture Greetings from Helsinki! Just four of us here today due to holiday season. 42nd Friday in row. #climatecrises #klimatstrejk @GretaThunberg https://t.co/0CEMFD8epp,SirjaBlixt,,19,1210,202,
2019-07-05 06:18:38+00:00,1147026982808543232,"School strike week 46. The climate crisis doesn’t go on summer holiday, and neither will we. We go on.
#fridaysforfuture #schoolstrike4climate #climatestrike https://t.co/JGdvAVaSjW",GretaThunberg,,251,23539,3998,
2019-06-30 08:43:58+00:00,1145251618834849793,"“Many people say ‘I would want to get involved in this climate thing, but I feel like I’m too late’ ... But if you start now then you are one of the pioneers.”

Watch this NowThis video on the #SchoolStrike4Climate movement!
#FridaysForFuture #ClimateStrike",GretaThunberg,,206,11831,3765,
2019-06-29 14:59:27+00:00,1144983725991759872,"“Hope is not something that you have. Hope is something that you create, with your actions. Hope is something you have to manifest into the world, and once one person has hope, it can be contagious.“ @AOC to @GretaThunberg via @guardian: https://t.co/Lf1JThbFmP #FridaysForFuture https://t.co/qhgoPaBFYs",Trevor_Gowan,,78,736,149,
2019-06-29 09:23:59+00:00,1144899303355375617,"Hope is contagious!
I met with the inspiring Alexandria Ocasio-Cortez, @AOC .
Here is our discussion!
#FridaysForFuture #SchoolStrike4Climate #ClimateStrike #GreenNewDeal
#ClimateBreakdown
https://t.co/gosJqAuXHW",GretaThunberg,,735,35210,8031,
2019-06-29 03:22:01+00:00,1144808210651602944,"Week 15!! 
📍Charlotte, NC 

Another day of the #climatestrikesummer! 

Lots of support today from my puppy Happy who was proud to represent #dogsforfuture 

#FridaysforFuture #climatestrike https://t.co/WS3eqTDQAy",_Mary_Ellis,,19,965,164,
2019-06-28 17:09:10+00:00,1144653981358153728,Inga Zasowska was not alone today! #FridaysForFuture #SchoolStrike4Climate #climatestrike,GretaThunberg,,21,1666,336,
2019-06-28 17:04:32+00:00,1144652817354780672,"Todays strike from Dhaka, Bangladesh 🇧🇩 demanding urgent Climate Emergency.

@GretaThunberg 
@Fridays4future
#Schoolstrike4climate
#fridaysforfuture https://t.co/b09v3QomQY",MimSamm,,15,738,150,
2019-06-28 16:06:59+00:00,1144638331504005121,Week 24 of #SchoolStrike4Climate in Fort William. The heatwave that has hit Europe is breaking temperature records and this is expected to be the norm in the future. The climate and ecological crisis is here now. #FridaysForFuture @GretaThunberg https://t.co/pO8ZdXUczw,HollyWildChild,,10,695,156,
2019-06-28 15:45:13+00:00,1144632856137928704,"Watch this video and ask yourself; who is defending who?

#ClimateBreakdown #EcologicalBreakdown #fridaysforfuture #ClimateStrike",GretaThunberg,,150,6470,2887,
2019-06-28 14:15:20+00:00,1144610236055072770,It's #FridaysForFuture #ClimateStrike but also #Pride weekend. Today I share my space with two firetrucks and a big flag! ❤️🧡💛💚💙💜 https://t.co/ptI6C1hmu1,zaynecowie,,13,992,133,
2019-06-28 14:03:36+00:00,1144607281759346688,Stand with me as I fight #AirPollution in Uganda. #FridaysForFuture #SchoolStrike4Climate @GretaThunberg @Fridays4future https://t.co/bSrjtxbffU,matovu_bob,,25,1553,276,
2019-06-28 12:01:46+00:00,1144576623427170306,"Whoever you are, and whatever you are doing to defend our planet for future generations, we support you.

#FridaysForFuture https://t.co/VbRBVaYwtL",Greenpeace,,10,701,240,
2019-06-28 09:31:27+00:00,1144538791841009664,"Climate Strike Week 14. 
My placard says: ""Are you aware of the climate crisis? I can tell you if you want."" Although it's too hot in İstanbul, a few people stopped to hear what I had to say. @GretaThunberg @FridaysTurkey #SchoolStrike4Climate. #ClimateStrike #fridaysforfuture https://t.co/rq8mq40JxW",CevikusHB,,11,519,143,
2019-06-28 06:15:41+00:00,1144489526024294406,"School strike week 45. The climate crisis doesn’t go on summer holiday, and neither will we.
#fridaysforfuture #schoolstrike4climate #climatestrike https://t.co/ufDWM0JBHD",GretaThunberg,,185,14735,3118,
2019-06-25 10:22:06+00:00,1143464374180429824,Comunicado @JuventudXClima- Fridays For Future: https://t.co/oJPWjnHQb8,JuventudXClima,,5,150,146,
2019-06-22 03:52:19+00:00,1142279120056754176,"My #climatestrike week 15!

This week, I started a 7 AM - 4 PM job. That won't stop me from protecting this planet's future. No way.

#FFF @FFF_USA @GretaThunberg #FridaysForFuture #Fridays4Future https://t.co/iuQ7I5EQC5",edgarrmcgregor,,33,1736,192,
2019-06-21 17:52:14+00:00,1142128103113797634,"Youths from Dhaka, Bangladesh 🇧🇩 supporting @GretaThunberg and #FridaysForFuture https://t.co/ZLv8eyMcRl",FarihaAumi,,17,916,180,
2019-06-21 17:15:12+00:00,1142118783387148296,#schoolstrike4climate against air pollution in Uganda. #fridaysforfuture @GretaThunberg @Fridays4future https://t.co/RllnrySeGu,matovu_bob,,19,2082,350,
2019-06-21 16:52:06+00:00,1142112969884483584,"HUGE!!! Over 40,000 out on the streets of #Aachen, #Germany to demand action on the growing #ClimateEmergency 

We have the solutions to the #climate crisis, implement them. #GreenNewDeal 

#ActOnClimate #fridaysforfuture #climatemarch #stopTMX 

https://t.co/qe9Y9F5RjE",MikeHudema,,8,420,185,
2019-06-21 15:45:42+00:00,1142096260712681473,"Today's strike from Chittagong, Bangladesh   
Let's stand up for climate justice youths. We are increasing day by day.
@GretaThunberg
@Fridays4future
#Fridaysforfuture 
#Climatestrike 
#schoolstrike4climate https://t.co/bj3a5pXcJ9",MimSamm,,15,629,157,
2019-06-21 15:20:28+00:00,1142089910389579777,Congratulations to the @umons university (Belgium) for awarding an honorary doctorate to @GretaThunberg! She fully deserves it! #FridaysForFuture #YouthForClimate https://t.co/ToIkookVxv,JPvanYpersele,,424,3059,544,
2019-06-21 15:04:41+00:00,1142085938669117442,Week 23 of my #schoolstrike4climate in Fort William. Today was another UK-wide #fridaysforfuture #climatestrike. Today we rose up to demand a safe future for everyone and we will not stop striking until we see action. 🌍 @GretaThunberg https://t.co/AiqJpac3Rv,HollyWildChild,,15,895,188,
2019-06-21 14:51:46+00:00,1142082688775593986,"40 000 in Aachen, Germany today. #FridaysForFuture #schoolstrike4climate https://t.co/ZBhi1vClkW",GretaThunberg,,106,8404,1784,
2019-06-21 13:20:05+00:00,1142059614239952899,"💚WOW💚

The #FridaysForFuture march in Aachen looks HUGE

#ClimateBreakdown #ClimateStrike
https://t.co/kYtL1NKCAs",GreenpeaceEU,,41,1155,375,
2019-06-21 10:05:10+00:00,1142010564249604097,"Global temperature change from 1850-2018.

It is getting hot.

It is getting very hot.

The world is on fire.

This is an emergency.

#ShowYourStripes: https://t.co/DJarT2wdNI

#RebelForLife: https://t.co/PzxBohj9iu

#FridaysForFuture: https://t.co/5HQkqqOel4

@ClimateCentral https://t.co/1pyKli8MAp",ExtinctionR,,8,274,171,
2019-06-21 07:30:27+00:00,1141971627577675777,"""Everything needs to change. And it has to start today"", @GretaThunberg.

#FridaysForFuture: https://t.co/5HQkqqOel4 https://t.co/Pffzde1sa9",ExtinctionR,,18,996,342,
2019-06-21 07:03:46+00:00,1141964911901315072,Happy Strike Day everyone #fridaysforfuture @GretaThunberg @PedazoUG @lillyspickup @RebeccaKadagaUG @Ugaman01 @ugawoman01 @observerug https://t.co/QwRnNmju2o,vanessa_vash,,8,846,141,
2019-06-21 06:24:08+00:00,1141954937238249472,"School strike week 44.
And happy midsummer! #fridaysforfuture #schoolstrike4climate #climatestrike https://t.co/szva1OTc8u",GretaThunberg,,267,16312,2677,
2019-06-21 04:38:52+00:00,1141928448249737217,"Why are we striking: #ClimateEmergency📢. We'll take on the streets today again and demand for our right to a safe environment. 
#FridaysForFuture #SchoolStrike4Climate @GretaThunberg @Fridays4future @UNHumanRights
📽️: Climate Strike @Fridays4FutureU https://t.co/kSMid0h92g",SadrachNirere,,23,2121,585,
2019-06-21 01:21:31+00:00,1141878782166388736,"#InternationalYogaDay2019 has a great vision for #FridaysForFuture!

#Bapuji on #YogaDay2019 teaches~

You can't control what goes on outside…but you can always control what goes on inside…

So from #YogaDay start doing #Yoga to control your inner self…!
#EndlessSocialServices https://t.co/0vs2uVUrTg",AshramBlr,,154,290,284,
2019-06-16 14:10:37+00:00,1140260394851807233,#FridaysForFuture is also out on the streets on Sundays! Like 2000 right now in Potsdam demonstrating for climate stabilization. @F4F_Potsdam  @sci4future @GretaThunberg https://t.co/TNcgVG6g7N,rahmstorf,,10,1020,215,
2019-06-15 13:56:41+00:00,1139894497347813376,"Yes we can.
#FridaysForFuture #schoolstrike4climate #ClimateStrike https://t.co/WmCIa7bVNa",GretaThunberg,,1147,64746,9923,
2019-06-14 16:10:30+00:00,1139565789219119105,"Week 22 of my #schoolstrike4climate in Fort William. The British government has agreed to a target of net 0 emissions by 2050 and while this is not nearly ambitious enough, it is a start. A small achievement and proof that direct action works. #FridaysForFuture @GretaThunberg https://t.co/lsmJ2w0YYS",HollyWildChild,,26,1464,268,
2019-06-14 15:25:20+00:00,1139554420629413888,Chancellor Merkel spent 2 hours discussing the #climatecrisis with us last night. A price on CO2 emissions is a matter of elementary justice (polluter pays principle) and gives a fair chance to innovative carbon-free technologies. #FridaysForFuture https://t.co/feCwCwD7kg,rahmstorf,,52,1291,372,
2019-06-14 14:51:37+00:00,1139545933778173953,South Africa. #FridaysForFuture #schoolstrike4climate,GretaThunberg,,25,3449,720,
2019-06-14 14:25:38+00:00,1139539397190266881,"The struggle continues. I dedicated today's #FridaysForFuture #ClimateStrike to children and youth striking today in Cape Town, South Africa. Don't give up. #schoolstrike4climate
@ACA_YOUTH @GretaThunberg https://t.co/5zW3NjCxLQ",matovu_bob,,11,1279,211,
2019-06-14 11:22:20+00:00,1139493269526765571,"It rained almost throughout the morning. I didn't go too far away from school. I didn't stay for long either. But I striked, and two of my classmates joined in.
#ClimateActionNow
#FridaysForFuture 
@AF_Damilola 
@GreenGlobalNG 
@GretaThunberg https://t.co/DyVPwKf4Bn",GraceOlowokere,,31,1805,371,
2019-06-14 06:02:16+00:00,1139412721907064833,"School strike week 43.
And even though summer holidays are here and school is over, we go on.
#fridaysforfuture #schoolstrike4climate #climatestrike https://t.co/cDatfs43ke",GretaThunberg,,207,13370,2370,
2019-06-14 01:21:41+00:00,1139342107959631873,"#FridayThoughts encourages to watch #JuneEditionOfRishiDarshan and get inspired with the SPIRITUAL POLLENS for the betterment of #FridaysForFuture…

We give tonnes of Thanks to Sant Shri #Asaram Bapu Ji for his continuous teachings,motivation &amp; guidance!

https://t.co/Js2rB42XWf",AshramBlr,,158,335,334,
2019-06-14 01:17:40+00:00,1139341097635893249,"Another nail in the coffin of current and future generations.

That is, if too few of us #ActNow and #rebel and #strike:

#RebelForLife: https://t.co/PzxBohj9iu

#FridaysForFuture: https://t.co/5HQkqqOel4

#EarthStrike: https://t.co/RQEPVsy8wh

#StopAdani
https://t.co/axYzxoak5A",ExtinctionR,,11,403,212,
2019-06-12 18:31:14+00:00,1138876427766571008,"On May 24th, once again well over 1 million students school striked for the climate!
The next global strikes will be on 20 and 27 of September with a global ‘action week’ in between. This time we call for adults to join in a general strike!
#fridaysforfuture
#schoolstrike4climate https://t.co/7jXoqdSgeU",GretaThunberg,,168,10261,3359,
2019-06-10 11:30:31+00:00,1138045776989511680,"It will only take a long time to take coal, oil and gas out of the energy system if our governments continue to represent fossil fuel corporations rather than us.

#RebelForLife: https://t.co/PzxBohj9iu
#FridaysForFuture: https://t.co/5HQkqqOel4
https://t.co/0uCbFQ6Max",ExtinctionR,,8,255,147,
2019-06-07 21:43:26+00:00,1137112857219194880,"No more coal!
No more oil!
Keep our carbon in the soil!
#FridaysforFuture
#Seattle #ClimateStrike @XRSeattle @FFF_USA @Fridays4future @GretaThunberg https://t.co/wtdqWuN9du",Fri4FutureSea,,20,1832,333,
2019-06-07 19:25:48+00:00,1137078219902001153,"Today’s #ClimateStrike in #WatReg. 

Our kids are being pretty clear about what they expect of us. It’s time we listen to them. -MM

#fridaysforfuture #Fridays4Future #schoolstrike4climate https://t.co/zq4sLXXhSv",morricemike,,6,832,159,
2019-06-07 16:45:21+00:00,1137037841798782976,Find here a recap of today's #FridaysForFuture #climatestrike in Uganda. The girls are getting more brave. One of the strikers @NakabuyeHildaF wrote her message in Luganda for everyone to understand. #schoolstrike4climate @GretaThunberg @Fridays4future https://t.co/Dc8Aico6cb,Fridays4FutureU,,12,804,194,
2019-06-07 14:53:37+00:00,1137009722538811392,"16-year-old climate activist Greta Thunberg and her ""Fridays for Future"" movement won Amnesty International's Ambassador of Conscience Award.

She has inspired millions of students to skip school to protest for climate action. ""You have to fight for what you think is right."" https://t.co/CXoO19mIGf",ajplus,,5,725,267,
2019-06-07 13:19:49+00:00,1136986119051063297,"My 13th week! 
""The UK, Ireland declared climate emergency.
Are we from another planet?""
#fridaysforfuture
#ClimateEmergency 
#Moscow https://t.co/776mR95auz",MakichyanA,,22,1108,189,
2019-06-07 11:10:10+00:00,1136953492365619201,"""I feel like that the adults should take more responsibility."", @GretaThunberg.

#FridaysForFuture: https://t.co/5HQkqqOel4
#RebelForLife: https://t.co/PzxBohj9iu
#EarthStrike: https://t.co/RQEPVsy8wh
https://t.co/QRLyork5H7",ExtinctionR,,5,272,125,
2019-06-07 11:03:09+00:00,1136951723191406593,Greetings from İstanbul. Doing a #climatestrike on a public holiday😊😁 #schoolstrike4climate #FridaysForFuture @GretaThunberg https://t.co/92ZqhMs5G4,CevikusHB,,24,1324,225,
2019-06-07 09:37:04+00:00,1136930061079207936,"Fridays For Future has been awarded Amnesty International’s Ambassador of Conscience 2019.
This price belongs to all the millions of children around the world, schoolstriking for the right to a future. 
#climatebreakdown #fridaysforfuture #schoolstrike4climate #amnesty https://t.co/HqQOHkZN7c",GretaThunberg,,339,19758,6421,
2019-06-07 07:27:36+00:00,1136897481999036417,"Congratulations to @GretaThunberg &amp; #FridaysForFuture, who are the recipients of our Ambassador of Conscience award, @amnesty's highest honour! 

We are humbled &amp; inspired by their activism, which will undoubtedly change the world. 

More power to them ✊🏿
https://t.co/CPlcTGs4Bw",kuminaidoo,,53,2600,838,
2019-06-07 05:53:45+00:00,1136873861893545984,"School strike week 42.
#fridaysforfuture #schoolstrike4climate #climatestrike https://t.co/kC5hVYufcr",GretaThunberg,,172,11064,1877,
2019-06-07 05:00:39+00:00,1136860497293303809,"They're challenging us to confront realities of the climate crisis. They're reminding us we're more powerful than we know. They're telling us to protect human rights against climate catastrophe. 

@GretaThunberg &amp; #FridaysForFuture are our Ambassadors of Conscience 2019. https://t.co/ge3orAXdOR",amnesty,,94,5870,2349,
2019-06-06 11:10:09+00:00,1136591099341004800,"Keep striking from school and rebelling for life because this is starting to wake people up to the emergency and the inaction of our governments on it.

#FridaysForFuture: https://t.co/5HQkqqOel4
#RebelForLife: https://t.co/PzxBohj9iu
https://t.co/8G8TLLyhR6",ExtinctionR,,7,431,173,
2019-06-05 16:58:52+00:00,1136316469271257090,"Public concern in the UK over the environment has now reached record levels!

Thank you to @ExtinctionR, @GretaThunberg and all those that strike with us. You are making a massive difference!

#YouthStrike4Climate #FridaysForFuture @UKSCN1
https://t.co/1zKnGP7NcS",Strike4Youth,,9,465,176,
2019-06-02 17:16:09+00:00,1135233652453990403,".@GretaThunberg “has a very fearless style, tells it exactly how it is and lets everyone have it with both barrels.”, Jody Thomas.

#FridaysForFuture: https://t.co/5HQkqqOel4
#RebelForLife: https://t.co/PzxBohj9iu
https://t.co/1edgQXsKb5",ExtinctionR,,31,1676,423,
2019-06-02 06:30:38+00:00,1135071204069576704,“We need everyone” says @gretathunberg. Pledge to join young people in the streets for a week of actions and #climatestrike from 20 - 27 September https://t.co/MTIAHxZ9sN #FridaysforFuture #schoolstrike4climate #youthstrike4climate https://t.co/cptbB4v2wb,350,,8,352,225,
2019-05-31 17:16:22+00:00,1134508931760439296,This #FridaysForFuture I spent the whole day next to the busiest taxi park in Uganda. My #schoolstrike4climate message coincides with this year's #WorldEnvironmentDay theme to #BeatAirPollution @GretaThunberg https://t.co/hSHCOeLNWB,matovu_bob,,37,3763,685,
2019-05-31 16:32:22+00:00,1134497858546049025,"TODAY at noon: We #ClimateStrike again at the Colorado State Capitol
#FridaysForFuture 
#schoolstrike4climate 
#RebelForLife
#ClimateEmergency https://t.co/ziix4nG5YN",xrdenver,,19,860,177,
2019-05-31 15:38:16+00:00,1134484246280712193,"WEEK 25 of my @UN #ClimateStrike in NYC! Today, an entire 4th grade class from Brooklyn showed up at our strike! #FridaysforFuture is growing and preparing for an entire summer of action. The climate crisis won't end when school is over, and neither will we! @GretaThunberg https://t.co/8f3rVHn1S1",AlexandriaV2005,"Place(id='01a9a39529b27f36', fullName='Manhattan, NY', name='Manhattan', type='city', country='United States', countryCode='US')",35,1375,326,
2019-05-31 13:35:03+00:00,1134453238114242560,Never underestimate the power of a girl’s voice! This is the inspiring story of how @GretaThunberg‘s call to #ClimateAction turned into a worldwide movement. #FridaysForFuture @VICEUK https://t.co/BHyRMSHfP0,UN_Women,,127,7224,2836,
2019-05-31 13:19:30+00:00,1134449322953781249,"Today was my last final exam at university. And now it's my 12 week of climatestrike.
#fridaysforfuture 
#ClimateStrike 
#Moscow https://t.co/Pta21wFpWZ",MakichyanA,,29,937,136,
2019-05-31 13:14:22+00:00,1134448030734794752,"Students from Somalia🇸🇴 Afghanistan🇦🇫 &amp; China🇨🇳 are together for a Common Cause. #ClimateCrisis 
#FridaysForFuture 
@GretaThunberg 
@atsheikh 
@SwedeninPK https://t.co/mCe9k1kBc0",Fridays4FutureP,,13,1089,238,
2019-05-31 12:21:41+00:00,1134434774204977152,#FridaysForFuture #FFF We were between 1000-2000 people today in #düsseldorf  @FridayForFuture @GretaThunberg https://t.co/aQBvN3F4Px,lin_daydreamer,,11,1202,245,
2019-05-31 12:20:43+00:00,1134434530092310529,"Vienna right now! 
#FridaysForFuture #schoolstrike4climate #ClimateStrike https://t.co/Qxm01QLc31",GretaThunberg,,93,9768,1825,
2019-05-31 11:43:33+00:00,1134425177054486528,"School strike week 41. 
And we are 35000 people in Vienna!! 
#climatestrike #fridaysforfuture #schoolstrike4climate https://t.co/2zVRvQTUuh",GretaThunberg,,86,6106,1215,
2019-05-31 07:48:34+00:00,1134366040916406272,"@raduede @sbyravan @SaleemulHuq @DawnRoseTurner @solhog @cberrl @kashthefuturist @AdamRogers2030 @ReclaimAnglesea @AmazingChevVolt @1o5CleanEnergy @kirillklip @autrement_votre @TXsharon @lillith6 @MichaelEMann @mzjacobson @ShiCooks @ProfStrachan @stracma @p_hannam @iron_light @gezgintrk @MarcVegan @Firefly_Power @TRantosaurus @JGrobicki @suzlette333 @ristori20 @luribea68 @JukkaPSeppl @JJ_Angelus @HansLak @StopAdaniCairns @BillNigh @SusanHeaney @seth_leitman @THEnergyNet @climateguyw @DrLindaShelton @juancanavarro @charluv2011 @CapaTosta122 @ThabitSenior Are We Listening Yet?

The Voice of the New Generation @GretaThunberg on #ClimateEmergency

#ClimateCrisis #ActOnClimate #ClimateStrike #FridaysForFuture #RenewableEnergy #Sustainability #Environment @TimGuinee @1o5Climate @Jackthelad1947 @TXsharon @AkwyZ https://t.co/BZMKS0GpNe",arikring,,59,985,1064,
2019-05-31 07:35:04+00:00,1134362642976583680,"""We should panic and by panic, I don't mean running around screaming. By panic, I mean stepping out of our comfort zones."" @GretaThunberg. 
 
#FridaysForFuture: https://t.co/5HQkqqOel4
#ExtinctionRebellion: https://t.co/PzxBohj9iu
https://t.co/am2odWyDfv",ExtinctionR,,16,586,273,
2019-05-31 01:15:34+00:00,1134267139878055937,"#FridaysForFuture~

HINDUS URGE..
""Dont push us to wall; that we donot left with any option but to Fight back hard !!""
#FakeRapeCase!
#UnjustifiedJudgement!
#SICKularConversions!

#PersecutionOfHindus leading them to a situation where Fighting for Freedom would be d last stroke!! https://t.co/2oTQvDDlJT",AshramBlr,,159,436,491,
2019-05-31 00:57:44+00:00,1134262650236416000,"Missionaries says~
◆#Hindus r ORTHODOX..
◆#हिन्दू r UNEDUCATED..

Actually
They r the reason for #InjusticeContinued with #InnocentInJail

#FridaysForFuture of India expresses great fear ,if #PersecutionOfHindus continued our ASTITVA will be in danger!
#WeSupportAsaramBapuji ! https://t.co/sPs0o6ZXUE",AshramGzb,,143,298,298,
2019-05-30 15:42:57+00:00,1134123035978543104,Tomorrow is #fridaysforfuture and we will be on #schoolstrike4climate all over the world again. I will be joining @ViennaForFuture See you at Heldenplatz in Wien at 11:55!! https://t.co/Kv0zS27ZBL,GretaThunberg,,55,3419,803,
2019-05-30 11:16:37+00:00,1134056012867145728,“We need everyone” says @gretathunberg. Pledge to join young people in the streets for a week of actions and #climatestrike from 20 - 27 September https://t.co/MTIAHxZ9sN #FridaysforFuture #schoolstrike4climate #youthstrike4climate https://t.co/TeUlbIPZjS,350,,4,375,224,
2019-05-28 09:31:55+00:00,1133304887507337216,"Tonight at 17.00 Arnold @Schwarzenegger and I will team up at Vienna´s Heldenplatz to stand together at the #ClimateKirtag @R20AWS.

Join us!!  #ClimateAction! #R20AWS #Climatestrike #Fridaysforfuture",GretaThunberg,,108,6075,900,
2019-05-28 06:30:00+00:00,1133259105987047429,"What would happen if we started taxing jet fuel? Find out from the video:
#FridaysForFuture #aviation https://t.co/Y90K2sDdQd",transenv,,8,174,161,
2019-05-26 05:46:26+00:00,1132523367549067264,"Howey Ou is a true hero. We are all behind you.
Guilin, China. 
#FridaysForFuture",GretaThunberg,,51,8461,1507,
2019-05-25 13:44:35+00:00,1132281308456148992,"I don't think I've ever seen the plaza in front of the European Parliament this energised! #FridaysForFuture has just set up camp to demand a #VoteForClimate, and a samba band arrived.

#greenwave? https://t.co/ji612yGl9j",Markus_Drake,,18,1789,368,
2019-05-25 12:14:22+00:00,1132258606580215811,"#FridaysForFuture is possibly the biggest environmental movement in human history. And we, the youth, are leading it. https://t.co/sTI3p6NbfB",HollyWildChild,,10,425,128,
2019-05-25 12:07:13+00:00,1132256807819386880,BREAKING❗The #ClimateStrike continues in #Brussels w a group of activists trying to occupy the  #EuropeanParliament. 😱💚 Their demand: make this #EUelections2019 the #ClimateElection.  Go go go! 🙌🌍Video @FYEG. #VoteforClimate #OccupyEU #FridaysForFuture @fff_europe https://t.co/Nucn6VaYev,ZuzanaPlk,,29,1923,440,
2019-05-25 11:30:00+00:00,1132247439371489280,"This is the incredible story of how 16-year-old @GretaThunberg's one person climate crisis protest turned into a worldwide movement.

Watch the full film: https://t.co/Pumrl8ksdU

#FridaysForFuture #SchoolStrike4Climate #youthstrike4climate #ClimateActionNow #GretaThunberg https://t.co/tlUnd4E1kM",VICEUK,,102,5658,2240,
2019-05-25 03:52:22+00:00,1132132273699151872,"We go We go!!
Climate Justice Now
@YREGhana @350Ghana 
#FridaysforFuture #AfrikaVuka #ClimateEmergency #LetsnotwaitforDisasters #ClimateAction #FortheGoodofSDGs @350 @350Africa @JOYNEWSONTV @Citi973 @tv3_ghana @GHOneTV @Graphicgh https://t.co/U6gujQAZog",TheNoiOmaboe,,7,1103,199,
2019-05-25 03:42:46+00:00,1132129858895503360,"#GlobalClimateStrike by #FridaysForFuture, India at Bangalore, India. Around 450 people striked for Climate Justice. @FFFIndia @Fridays4future @GretaThunberg https://t.co/B5hQtXUYa5",disharavii,,15,1367,274,
2019-05-25 00:14:26+00:00,1132077427499458561,"Argentina absolutely involved in global issues! 
@ColegioNewlands here we are!!! #fff #FridaysForFuture #schoolstrike4climate #ClimateStrike #SDGs @GretaThunberg https://t.co/gqfprbUb2W",vivilopez2,,7,1667,280,
2019-05-24 22:02:45+00:00,1132044286827147264,"“I am here because... there is no point having an education if there is no future... the only people who... care... are the ones who can’t vote.”, Ivy, 14.

#FridaysForFuture🌍: https://t.co/5HQkqqOel4
#RebelForLife⌛️: https://t.co/PzxBohj9iu

Thread 1/4
https://t.co/R1twAKW8fS",ExtinctionR,,24,522,203,
2019-05-24 19:54:34+00:00,1132012032616816641,"Thank you everyone who school striked for the climate today around the world, in 131 countries and counting!
And South- and North America are not done yet!
This picture is from Stockholm today.
#FridaysForFuture #ClimateStrike #SchoolStrike4Climate https://t.co/6SqNbJAkpZ",GretaThunberg,,232,18110,3861,
2019-05-24 19:43:10+00:00,1132009162689437696,"Now at #TimesSquare surrounded by ads to buy more, consume. #StopShopping #ActOnClimate 
#FridaysForFuture #ClimateStrike #ClimateEmergency 
@f4f_nyc https://t.co/gFYNybAoY2",zaynecowie,,11,825,172,
2019-05-24 19:25:55+00:00,1132004820724998145,"#SchoolStrike4Climate: Hundreds of thousands of children &amp; young people walked out of lessons around the world on Friday, with strikes in more than 1,400 cities in more than 110 countries: https://t.co/p2JkbBzqj2 #FridaysForFuture #ClimateStrike 📷: Bern 🇨🇭- Turin 🇮🇹- Freiburg 🇩🇪 https://t.co/l2W0YubrJ0",saulocorona,,14,1256,363,
2019-05-24 19:09:37+00:00,1132000717428973568,"There is no Planet B. 

#FridaysForFuture #NewYork https://t.co/dtS6eWuE8n",voicesofyouth,,3,455,146,
2019-05-24 17:54:11+00:00,1131981733669163008,"So many cities, all around the world. One message: #ActOnClimate. 1784 + events in 128 + countries, and counting! 

The house is on fire. There is no time to wait. This is #Marburg.

#FridaysForFuture #ClimateStrike #cdnpoli #GreenNewDeal @GretaThunberg  https://t.co/rYzPevs8WB",MikeHudema,,13,1701,447,
2019-05-24 17:30:45+00:00,1131975836922335233,"2nd Global Strike in Noakhali, Bangladesh. Thanks to @GretaThunberg to mobilize us &amp; to @350 @350EastAsia to advise us.

#FridaysForFuture 
#Bangladesh #climatestrike #SchoolStrike4Climate https://t.co/XAZrrIxWYH",SaidurRSiam,,11,655,136,
2019-05-24 17:11:31+00:00,1131970998230761473,"“This Earth’s getting hotter than @ShawnMendes!”

“Please have mercy on me 🌎” 

Check out these signs at the march for the #GlobalClimateStrike in Paris today! #FridaysForFuture 

📸: @chunlithirlwall https://t.co/Z9CwrA61oL",MendesCrewInfo,,11,1342,286,
2019-05-24 17:03:53+00:00,1131969075586797568,"#ClimateStrike in #Ottawa today. 

It’s time we listen to these young people, rallying again, right across the country and around the world. 

#fridaysforfuture #schoolstrike4climate https://t.co/AYllenzgKU",morricemike,,15,1488,252,
2019-05-24 16:36:08+00:00,1131962092104421376,"From today's 3rd school strike for climate in Brno, Czech Republic. Also, today and tomorrow you can vote in European elections. Will you vote? 

#SchoolStrike4Climate #climatecrisis #fridaysforfuture @GretaThunberg @GreenpeaceCzech @Greenpeace @LeoDiCaprio @Fridays4future https://t.co/8ZeqBHJV8P",tereziecizkova,,7,610,132,
