date,id,content,user,place_id,reply_count,like_count,retweet_count,retweeted_tweet
2019-10-11 17:12:18+00:00,1182705493892128768,"My 31 week! And some part of the queue for single strike (the local government refused us for a mass strike). 

#FridaysForFuture https://t.co/co0Xujd3Xy",MakichyanA,,29,2070,244,
2019-10-11 14:57:43+00:00,1182671628997709825,"Week 38 of my #schoolstrike4climate in Fort William. Solidarity with all the people who are on the streets today, making a difference ✊ @GretaThunberg #FridaysForFuture https://t.co/oxps6nKaQP",HollyWildChild,,67,4003,435,
2019-10-11 14:45:05+00:00,1182668447609753608,School Strike for Climate Week 36 Uganda. #FridaysForFuture #ClimateStrike https://t.co/nNvvFsLelv,NamugerwaLeah,,45,3326,566,
2019-10-11 12:21:07+00:00,1182632218776260610,I'm  Oladosu Adenike an indigenous Africa leader for climate justice &amp; peace building @the_ecofeminist. I've been on #FridaysForFuture 46 weeks as the first African climate striker  demanding for urgent climate action from Nigeria leader for peace building and a livable future. https://t.co/afWyC7Vphf,350,,18,1331,330,
2019-10-11 07:00:12+00:00,1182551454856482818,"This has already been a long week for our rebels... but it's Friday and that can only mean one thing - School Strike!

The leaders of tomorrow are flooding the streets around the world and joining our occupation of centres of power.

#InternationalRebellion
#FridaysForFuture",ExtinctionR,,30,866,214,
2019-10-11 06:39:31+00:00,1182546250073288704,The early morning strike in Stockholm! Take your rain jacket because the forecast says it’s going to get wet. #KläderEfterVäder #FridaysForFuture https://t.co/AFDNsPs87P,isabelle_ax,,43,2220,245,
2019-10-11 03:59:45+00:00,1182506042749571074,"Vote, speak &amp; act in support of the demands of youth climate strikers:

🔥A Green New Deal
🔥Respect of Indigenous Land &amp; Sovereignty
🔥Environmental Justice
🔥Protection &amp; Restoration of Biodiversity
🔥Implementation of Sustainable Agriculture

#FireDrillFriday #FridaysForFuture https://t.co/VCdrZqTjM5",FireDrillFriday,,9,391,176,
2019-10-11 01:03:11+00:00,1182461610604093440,"#FridayMotivation
Read #ऋषि_प्रसाद magazine to know~
➖How to achieve your goals !
➖How to attain salvation !
➖How to keep calm even in difficult situations !
➖How to overcome difficulties !
➖How to keep yourself Healthy !
#HealthTipsByBapuji
#FridaysForFuture
#FridayThoughts https://t.co/ENjtc0bU2I",AshramGzb,,251,418,409,
2019-10-10 18:10:21+00:00,1182357715638603776,"Tomorrow I’ll join the climate strike in Denver, Colorado with @havenruthie ! 12-2PM at Civic Center - Greek Amphitheater
150 W 14th Ave. #FridaysForFuture #schoolstrike4climate #ClimateStrike https://t.co/e1Z6rFLKCM",GretaThunberg,,1069,39634,4449,
2019-10-10 12:16:37+00:00,1182268696229793797,"Please read my open letter in support of @GretaThunberg, attacked by some old, mostly male, chauvinists. I explain why I hope she will one day receive the @NobelPrize for Peace with #FridaysForFuture representing the millions of young people she inspired: https://t.co/n9yU50KLu3 https://t.co/aZK75ObHsL",JPvanYpersele,,57,782,236,
2019-10-10 05:54:56+00:00,1182172643694452737,"In this talk Luisa Neubauer, climate activist and one of the initiators of #FridaysForFuture school strikes in Germany, calls out for you to become an activist yourself.

“Humanity is creating an environment that’s not save for humans anymore.”
— @Luisamneubauer 

[THREAD 1/6] https://t.co/jTzuXThScr",Jumpsteady,,14,396,144,
2019-10-08 03:32:50+00:00,1181412105637040128,"""Governments around the world are violating our rights.""

This 11-year-old climate striker from India has carved her name in the history of environmental activism! 👏

#FridaysforFuture
https://t.co/iYFgsRuDb5",Greenpeace,,11,706,237,
2019-10-07 16:42:16+00:00,1181248386978086913,"Incredible honoured to visit Pine Ridge @tokata_ie and the Lakota people in their beautiful homelands. The #FridaysForFuture movement stand in solidarity with your struggles and hardships, and the struggles of all indigenous peoples in protecting their land, water and traditions. https://t.co/etmFhHs3sm",GretaThunberg,,362,30576,4018,
2019-10-04 18:26:01+00:00,1180187333662040065,"School strike. Week 59
Iowa City . #ClimateStrike #FridaysForFuture #schoolstrike4climate https://t.co/4J1g8SptfX",GretaThunberg,,321,14567,1961,
2019-10-04 15:13:39+00:00,1180138920891289601,"My 30th week!
And some pictures near the place, where politicians saying, that coil is great for climate.
""I/we Greta Thunberg!""
#FridaysForFuture https://t.co/NangYNtkUN",MakichyanA,,48,2468,316,
2019-10-04 14:51:14+00:00,1180133278986059776,"More than 400 students protested today in Delhi #FridaysForFuture lead by @Friday4futureIN 
We are unstoppable! ✊
Thank You @GretaThunberg 
#GretaThunberg https://t.co/tXDpvzFdl4",Friday4futureIN,,82,3380,532,
2019-10-04 14:45:45+00:00,1180131898770755591,#Schoolstrike4climate week 37 in Fort William and today the 2019 State of Nature report was released. Our wildlife is in decline with 15% of UK species threatened with extinction. Nature needs us to wake up and act now. #NowForNature #FridaysForFuture @GretaThunberg https://t.co/LPdKkkSs8T,HollyWildChild,,113,3625,571,
2019-10-04 14:26:31+00:00,1180127061844869121,"#RT @akellerherzog: Today and every Friday throughout October, join #FridaysForFuture on Parliament Hill.  #climatestrike These young people are raising their voices and finally being heard in the adult institutions like #Elexn43 Meet at noon at the Peac… https://t.co/VfUUF1nzsy",Norsunenergy,,14,910,168,
2019-10-04 14:24:07+00:00,1180126454404829185,"#Klimastreik in Avignon - klein, aber fein!
Climate Strike in Avignon today
#FridaysForFuture 
#Fridays4Future 
#youthforclimate https://t.co/n7mFhXJ868",davorkalo,,26,1540,165,
2019-10-04 13:51:39+00:00,1180118284923887617,"239 CLIMATE STRIKES IN INDIA! 
Friday youths and adults all over India took to the streets together to demand their government act against the climate crisis, and do so now.#fridaysforfuture #climatestrike
#GretaThunberg @GretaThunberg @ClimateReality https://t.co/O14NzgJR3H",Friday4futureIN,,46,2816,612,
2019-10-04 13:28:51+00:00,1180112548542259202,Dublin today. #ClimateStrike #FridaysForFuture @FFFireland https://t.co/hrchbtOtAH,kenji_hayakawa,,14,1563,227,
2019-10-04 13:26:29+00:00,1180111950925176842,"On Friday, November 29th we rise again. And we ask everyone, every country and every generation to join us on that #FridaysForFuture global day on climate action. 
Shortly after, world leaders come together in Chile for the COP25. This COP needs to be a turning point. #howdareyou https://t.co/DZobuJxFve",Luisamneubauer,,42,660,242,
2019-10-04 13:21:34+00:00,1180110714477957121,"Autumn is getting cold here in Helsinki. Sleet, rain and some sun.
 #FridaysForFuture #nytonpakko #ilmastokriisi #climatecrisis #grandparentforfuture @GretaThunberg https://t.co/7D5QiHvChP",SirjaBlixt,,23,1364,169,
2019-10-04 11:30:34+00:00,1180082781713522689,"It's Friday.

Follow @GretaThunberg now.

Follow @Fridays4future now.

Join #FridaysForFuture and strike from school for your future.

We will force our governments to #ActNow on the climate and ecological emergency. 

#ClimateStrike
#EcologicalStrike https://t.co/4EWTDbqiJh",ExtinctionR,,22,776,270,
2019-10-04 06:52:04+00:00,1180012692716822534,#FridaysForFuture in Stockholm! A rainy day begins... https://t.co/GcckHNJdbp,DavidFopp,,68,4575,413,
2019-10-02 18:19:37+00:00,1179460946076545024,This Friday I’m happy to say that I’ll join the climate strike in Iowa City! #FridaysForFuture #ClimateStrike #schoolstrike4climate,GretaThunberg,,409,24414,3271,
2019-10-02 15:27:41+00:00,1179417679083573250,It was on the 28th of January when I announced that I'll no longer attend classes on Fridays to #ClimateStrike. Many thought I didn't mean it but since the 1st of February I've never stopped. #FridaysForFuture https://t.co/NMPc7ps3ay,NamugerwaLeah,,10,957,181,
2019-09-29 19:30:41+00:00,1178391666769707010,"Fridays for Future was offered the UN award, Champions of the Earth.

“we can not accept the award.” 

“Awards are for celebrating achievement, but the achievement we seek has not been achieved.”

Thank you Kallan Benson @releaf4us for speaking for us all.
https://t.co/48L1QbWSno",Fridays4future,,83,4626,982,
2019-09-29 11:51:18+00:00,1178276057528573952,"Here is a summary of #Weekforfuture in Uganda. I thank @SwedeninUG and @GreenCampaignAf for the support, fellow activists of @Fridays4FutureU Wakiso district &amp; @RctKyengera for organising. #FridaysForFuture #ClimateStrike https://t.co/FzfbnYgGqJ",NamugerwaLeah,,95,2698,454,
2019-09-29 11:31:09+00:00,1178270988838096898,"🇨🇦#Canada #FridaysForFuture International update #ClimateStrike #'s for #ClimateActionWeek: 
🇨🇦1,000,000 people🇨🇦 Thus 1 out of every 6 strikers globally was Canadian🇨🇦 as well as we were 3rd globally for total # of strikes. Thanks to all local organizers &amp; national supporters. https://t.co/QD286Y1jGh",FFFCanada,,128,4434,895,
2019-09-28 23:02:53+00:00,1178082679020904448,"UPDATE with the tiny Pacific nation of Tokelau:
1. Tokelau 🇹🇰 20%
2. New Zealand 🇳🇿 3.5%
3. Canada 🇨🇦 2.1%
4. Austria 🇦🇹 1.7%
5. Germany 🇩🇪 1.7%
6. Italy 🇮🇹 1.7%
7. Australia 🇦🇺 1.4%
8. Switzerland🇨🇭1.1%
9. Ireland 🇮🇪 1%
10. Sweden 🇸🇪 0.7%
#ClimateStrike #FridaysForFuture",sallymcmanus,,28,863,268,
2019-09-28 20:45:55+00:00,1178048213603045376,"“The people have spoken and we will continue to speak until our leaders listen. We are the change and change is coming.”
My full speech in print from yesterday’s march in Montreal, Canada. #ClimateStrike #FridaysForFuture 
https://t.co/sGfVLJFDIf https://t.co/ThQ51Wpw06",GretaThunberg,,974,48387,6698,
2019-09-28 19:06:51+00:00,1178023280684470282,"Over 700 hundred people came together in Falun yesterday. Some even counted to 1000! I never thought that it could be this big in our little town 😍 Thank you all local organisers in @FFF_Falun!
We did this together and I'm SO proud of us ✊🏽💚🌍
 📷: Anna Holm

#FridaysForFuture https://t.co/dijgLGbSBY",amagnussonn,,63,3514,379,
2019-09-28 18:08:44+00:00,1178008655762882561,"They are shouting from Dhaka, Bangladesh demanding climate justice standing with @GretaThunberg &amp; supporting @Fridays4future movement. 
We can make a difference together. 

#FridaysForFuture #ClimateStrike https://t.co/oc5vJN5Jby",FFF_Bangladesh,,53,4863,640,
2019-09-28 17:00:59+00:00,1177991604025643009,"Early numbers confirm at least
7 million people joined the #weekforfuture climate strikes! Thank you everyone, especially the local organisers! The #weekforfuture is one of the biggest global demonstrations in history. This is just the beginning! #climatestrike #fridaysforfuture https://t.co/CDPZ2C2hjd",GretaThunberg,,1177,66639,13391,
2019-09-28 16:32:56+00:00,1177984547872337920,"The youth of #FridaysforFuture are not on #ClimateStrike to earn honors or awards. 

They do not want your accolades.

They want you, adults and leaders, to take action.",huprice,,7,560,166,
2019-09-28 15:11:20+00:00,1177964012383932416,"🌍 

‘We are living in the beginning of a mass extinction … but we can still fix this.’ 

@GretaThunberg’s powerful new video explains how we can beat the climate crisis.  

#trees #ecosystems #FridaysForFuture #schoolstrike #nature #environment 
https://t.co/xl4nvTBKaX",Alex_Verbeek,,23,355,229,
2019-09-28 12:45:02+00:00,1177927193193828352,Over 1 million people on #ClimateStrike in Italy! #FridaysForFuture,GretaThunberg,,401,45595,6937,
2019-09-28 12:44:32+00:00,1177927066592825344,"UPDATE with Switzerland, the UK falls off the list:
1. New Zealand 🇳🇿 3.5%
2. Canada 🇨🇦 2.1%
3. Austria 🇦🇹 1.7%
4. Germany 🇩🇪 1.7%
5. Italy 🇮🇹 1.7%
6. Australia 🇦🇺 1.4%
7. Switzerland🇨🇭1.1%
8. Ireland 🇮🇪 1%
9. Sweden 🇸🇪 0.7%
10. Chile 🇨🇱0.6%
#ClimateStrike #FridaysForFuture",sallymcmanus,,20,542,180,
2019-09-28 12:41:03+00:00,1177926191069745152,Madrid! 150’000 on #ClimateStrike #FridaysForFuture https://t.co/CeLi5DuBov,GretaThunberg,,113,8955,1310,
2019-09-28 12:08:14+00:00,1177917934657822721,Santiago de Chile! Over 100’000 on #ClimateStrike yesterday #FridaysForFuture,GretaThunberg,,81,9222,1500,
2019-09-28 12:06:06+00:00,1177917395333201920,Barcelona! 100’000 people on #ClimateStrike yesterday. #FridaysForFuture,GretaThunberg,,187,22642,3108,
2019-09-28 11:03:06+00:00,1177901540759048192,"Big crowd in Global Climate Strike held at Noakhali, Bangladesh supporting @GretaThunberg. 

#FridaysForFuture #ClimateStrike @Fridays4future https://t.co/TNB2ZGPYov",FFF_Bangladesh,,20,2158,268,
2019-09-28 10:44:36+00:00,1177896886373478401,"UPDATE with numbers from Chile, Finland drops off the list:
1. New Zealand 🇳🇿 3.5%
2. Canada 🇨🇦 2.1%
3. Austria 🇦🇹 1.7%
4. Germany 🇩🇪 1.7%
5. Italy 🇮🇹 1.7%
6. Australia 🇦🇺 1.4%
7. Ireland 🇮🇪 1%
8. Sweden 🇸🇪 0.7%
9. Chile 🇨🇱0.6%
10. UK 🇬🇧 0.5%
#ClimateStrike #FridaysForFuture",sallymcmanus,,16,487,129,
2019-09-28 10:31:04+00:00,1177893481760477184,"UPDATE with final numbers from Canada &amp; % of population:
1. New Zealand 🇳🇿 3.5%
2. Canada 🇨🇦 2.1%
3. Austria 🇦🇹 1.7%
4. Germany 🇩🇪 1.7%
5. Italy 🇮🇹 1.7%
6. Australia 🇦🇺 1.4%
7. Ireland 🇮🇪 1%
8. Sweden 🇸🇪 0.7%
9. UK 🇬🇧 0.5%
10. Finland 🇫🇮 0.4%
#ClimateStrike #FridaysForFuture",sallymcmanus,,24,1142,326,
2019-09-28 09:28:53+00:00,1177877829633097729,Global #ClimateStrike for climate happening now in Uganda. We're in Bushenyi with @RctKyengera @RotaractUganda #FridaysForFuture https://t.co/Q0axnvSCjP,Fridays4FutureU,,35,2218,360,
2019-09-28 08:52:36+00:00,1177868699216285696,"More than 600 people in 30 cities of Russia. Activism works in Russia :)

#FridaysForFuture https://t.co/VAMeiYvXY7",MakichyanA,,35,3292,378,
2019-09-28 04:36:45+00:00,1177804315324370944,"Fridays for Future was offered the UN award, Champions of the Earth.

“we can not accept the award.” 

“Awards are for celebrating achievement, but the achievement we seek has not been achieved.”

Thank you Kallan Benson @releaf4us for speaking for us all.
https://t.co/zU0o3KrT8m https://t.co/o9kjiCoR7K",Fri4FutureSea,,10,455,175,
2019-09-28 03:42:38+00:00,1177790693324021761,"Wow. Folks way up north in #Yellowknife out in force to demand #climateaction.

With Canada warming at twice the global rate there is no more time to wait. #ActOnClimate

#climate #energy #climatestrike #climatestrikeCanada #Fridaysforfuture @GretaThuberg. Vid via @cabin_radio https://t.co/4tcU0uvhR3",MikeHudema,,6,542,184,
2019-09-28 03:18:48+00:00,1177784698384158720,"This is just a reminder to @JustinTrudeau and all the other Liberal politicians on the streets today:

WE WERE PROTESTING YOU. You are fuelling the climate emergency by supporting endless tar sands expansion. 

#ClimateStrike #climatestrikecanada #FridaysForFuture #elxn43 https://t.co/H9uT64IdKh",atiyeahthoughts,"Place(id='1e5cb4d0509db554', fullName='Vancouver, British Columbia', name='Vancouver', type='city', country='Canada', countryCode='CA')",12,324,144,
2019-09-27 23:15:09+00:00,1177723379681382401,"“What do we want? Climate action! When do we want it? Now!” marching down Stephen Ave / 8 Ave in Calgary today.
⁦@ClimateHubYYC⁩ #FridaysForFuture #climatestrikecanada #ClimateStrike #ClimateActionNow https://t.co/CsUdN3hhj2",gettingrealblog,,23,1160,181,
2019-09-27 22:50:43+00:00,1177717232190853121,"Half a million people on the streets of #Montreal. 6.6 million across the globe. 

We have only one planet. She holds us all. Defend her. #ActOnClimate.

#climatestrike #FridaysForFuture #climatestrikecanada #GreenNewDeal #hope @GretaThunberg 

 https://t.co/ozRmjDCigZ",MikeHudema,,32,2543,771,
2019-09-27 22:01:39+00:00,1177704884063240192,"Crowds at the #ClimateStrikeVancouver march around the library.  

#climatestrikecanada #FridaysForFuture https://t.co/3XzyMxbRj9",VPL,,6,575,207,
2019-09-27 21:12:24+00:00,1177692490754875392,"Today’s 500,000-strong #ClimateStrike march in Montreal is the single largest climate demonstration in history, and just part of the largest global fight humanity has ever put up against fossil fuels and for a just and stable future. #FridaysForFuture",GeoffreySupran,,7,489,173,
2019-09-27 21:11:26+00:00,1177692247787106304,Happening now: thousands attend global climate strike Vancouver #GlobalClimateStrike #climatestrike #FridaysForFuture https://t.co/Lkk83tkVfI,ParkBoard,"Place(id='1e5cb4d0509db554', fullName='Vancouver, British Columbia', name='Vancouver', type='city', country='Canada', countryCode='CA')",14,744,255,
2019-09-27 21:02:07+00:00,1177689900742856704,"~500 000 in Montreal
~50 000 in Barcelona
~150 000 in Madrid
~80 000 in Vienna
~40 000 in the NL
~70 000 in Sweden
~170 000 in NZ
~1m in Italy
This is millions of people deciding to not be part of the problem but part of the answer to this crisis.
This is change
#FridaysForFuture https://t.co/5qHkOVFVwh",Luisamneubauer,,126,5847,1071,
2019-09-27 20:38:40+00:00,1177684001433235456,The person who made this sign has my vote. #ClimateStrikeYEG #ableg #FridaysForFuture https://t.co/CgrIjsknRw,wingkarli,,13,546,156,
2019-09-27 19:51:24+00:00,1177672105720201218,"It’s official. 500,000 people came out into the streets of Montreal today to join the Global #ClimateStrike 

They’re part of the 6.6 million who took part all over the world. The momentum is on our side and we are not going anywhere. #FridaysForFuture https://t.co/vfQfU3LqZn",350,,141,9423,2769,
2019-09-27 18:57:10+00:00,1177658456607735809,"We're taking the climate crisis seriously at RAICES (so should you) that's why on this #FridaysForFuture we want to give a special shoutout to these 3 activists of color who are speaking out about climate justice and the environment.

https://t.co/IuFs9ismdC",RAICESTEXAS,,5,627,287,
2019-09-27 18:52:38+00:00,1177657315136290818,"Were you not listening?

She doesn’t want you to be inspired, she wants you to act.

Change your 2030 target.

#climatestrike #fridaysforfuture",CanadianGreens,,41,741,204,
2019-09-27 18:10:34+00:00,1177646731183493122,"Rapa Nui, South Pacific.  
(Easter Island)
#ClimateStrike #FridaysForFuture",GretaThunberg,,90,7273,1382,
2019-09-27 17:52:42+00:00,1177642233870405632,150’000 people in Austria!! #ClimateStrike #FridaysForFuture,GretaThunberg,,100,11124,1793,
2019-09-27 17:36:01+00:00,1177638033660792834,"Bonjour #Montreal, you are looking mighty good today.

#ClimateStrike #FridaysForFuture",derinamania,,35,4871,702,
2019-09-27 17:35:58+00:00,1177638020868124673,"Now in Regina, Treaty 4. #ClimateStrike #FridaysForFuture https://t.co/8pMeN1A4hT",dgrdon,,22,1397,212,
2019-09-27 17:24:19+00:00,1177635091801096193,"Stop what you’re doing and look at the size of the #Montreal #climatestrike!!!

We have solutions to the #climate crisis, let’s implement them. #ActOnClimate 

#climatemarch #FridaysForFuture #cdnpoli #klimatstrejk #MarchePourLeClimat https://t.co/uzNoJNaxOJ",MikeHudema,,18,570,190,
2019-09-27 17:18:45+00:00,1177633687304847360,We would like to wish a very happy 15th birthday to our Chief Water Commissioner #AutumnPeltier who is celebrating her special day by taking part in the Indigenous March - Global Climate Strike in New York City #WaterIsLife #GlobalClimateStrikes #FridayFeeling #FridaysForFuture https://t.co/0wFMl7Rr1o,AnishNation,,17,2791,788,
2019-09-27 16:55:02+00:00,1177627718948675584,"Raise Awareness:
Climate strike in Thessaloniki,Greece 
@GretaThunberg 
#climatestrike #fridaysforfuture #savetheplanet #gretathumberg https://t.co/2YNZRHumHE",AngelidouElena,"Place(id='00ef501b596c931c', fullName='Thessaloniki, Greece', name='Thessalonica', type='city', country='Greece', countryCode='GR')",25,2667,429,
2019-09-27 16:32:02+00:00,1177621934026231808,"Thank you, @GretaThunberg for inspiring our kids, for pushing us all to do more, and for building a movement to make it possible.

#ClimateAction #FridaysForFuture https://t.co/hdK9FwsMEr",JustinTrudeau,,1059,22815,3080,
2019-09-27 16:13:25+00:00,1177617247428366336,"Valencia, Spain #ClimateStrike #FridaysForFuture",GretaThunberg,,59,5504,806,
2019-09-27 16:08:43+00:00,1177616066186489858,"“We've become too loud for people to handle, so they try to silence us. So we should take that as a compliment.” @GretaThunberg 

#ClimateStrike #FridaysForFuture #GreenNewDeal #cdnpoli #Montreal

https://t.co/C5MfQfstuJ",MikeHudema,,44,2861,815,
2019-09-27 15:51:00+00:00,1177611605464371202,"#Mumbai join millions around the planet marching for action on the #ClimateCrisis

There is no time to waste, there is no planet B. #ActOnClimate

Video Source @Greenpeace

#climatestrike #SaveAarey #FridaysForFuture
@GretaThunberg
@deespeak @TandonRaveena @RandeepHooda @IamOnir https://t.co/Jdic5wgF9A",ketan83,"Place(id='7929cea6bd5b32bd', fullName='Mumbai, India', name='Mumbai', type='city', country='India', countryCode='IN')",32,3816,708,
2019-09-27 15:49:54+00:00,1177611329550422018,"Climate Strike at Patuakhali, Bangladesh supporting @GretaThunberg. 

#FridaysForFuture @Fridays4future https://t.co/8rPwQcoxyl",FFF_Bangladesh,,12,1872,315,
2019-09-27 15:39:32+00:00,1177608718973919232,".@GretaThunberg and David Suzuki - youth and elder, ready to take to the street and march in Montreal! A good start to the morning 🌎💪 #fridaysforfuture #climatestrike #globalclimatestrike https://t.co/q5dLL9OXZL",DavidSuzukiFDN,,26,1042,266,
2019-09-27 15:29:42+00:00,1177606244867149825,"My first single strike on Pushkinskaya Square in Moscow!

(People under 18 can’t strike in Russia but I was lucky no one checked my passport today so I wasn’t detained)

#GlobalClimateStrike 
#FridaysForFuture https://t.co/KnSZLmT1h9",paaiegen,,256,13431,1472,
2019-09-27 15:22:55+00:00,1177604539773526016,"David Suzuki on Greta Thunberg:

“She’s punctured the ceiling. She’s an exceptional person and the right person at the right time.”

#MarchePourLeClimat #ClimateStrike #FridaysForFuture #Montreal https://t.co/9tgJ0uDxaj",JesseFeith,,29,1730,610,
2019-09-27 14:23:11+00:00,1177589506259767296,This is St Johns on Newfoundland!! #ClimateStrike #FridaysForFuture,GretaThunberg,,206,22320,3782,
2019-09-27 14:21:39+00:00,1177589118601175040,"50 000 people &amp; now @robynkonichiwa at #ClimateStrike in Sthlm, Sweden 27/9. Change is coming whether you like it or not! @GretaThunberg #GlobalClimateStrike #WeekForFuture #FridaysForFuture @FFF_Sweden #gretathunberg @janine_ok @greenpeaceSE @FossilFreeSWE @Natursidan @bothoren https://t.co/9I58Xbfm82",KlimatSverige,,17,2232,359,
2019-09-27 14:08:33+00:00,1177585824776560640,We've turned the Toronto Sign off today in solidarity with all those taking part in #ClimateStrikeCanada. #TransformTO #GlobalClimateStrikes #FridaysForFuture #ClimateStrike #ClimateStrikeToronto https://t.co/YsSsa52BWa,JohnTory,,142,1364,201,
2019-09-27 14:01:48+00:00,1177584125512966149,Rome! #ClimateStrike #FridaysForFuture https://t.co/uGC9nrJPKw,GretaThunberg,,132,10898,2042,
2019-09-27 13:10:00+00:00,1177571088076685312,"""We are a wave of change. Together and united we are unstoppable."" @GretaThunberg at the largest global climate protest in history. 

#UNGA #FridaysForFuture https://t.co/X4r2vbUqNT",UNICEF,,12,658,196,
2019-09-27 13:01:50+00:00,1177569035308822529,"Last time those barricades stopped us. Now they aren't. We are unstoppable.
#ClimateStrike New Delhi, India
#FridaysForFuture
@GretaThunberg https://t.co/rrUFkrVDUY",johnpauljos,,42,4588,747,
2019-09-27 12:57:03+00:00,1177567831652741120,"Just over a year ago @GretaThunberg sat alone in the first #climate strike. Now millions have joined her. This is #Geneva 

There’s no time to waste, no planet b. #ActOnClimate 

#ClimateStrike #FridaysForFuture #klimaatstaking https://t.co/X94YRKROBe",MikeHudema,,7,451,171,
2019-09-27 12:48:11+00:00,1177565596684378113,"Climate strike in Copenhagen, Denmark today gathered all generations #FridaysForFuture @GretaThunberg https://t.co/Tmn8B5qjVy",SussiLillelund,,101,15950,2330,
2019-09-27 12:45:06+00:00,1177564824214982657,"The mood was electrifying at the New Delhi #ClimateStrike today. Listen to the chants 🔊
#FridaysForFuture https://t.co/Xw6v5e0Dmj",350_bangladesh,"Place(id='7ba68f2ea9c1cb67', fullName='Connaught Place, New Delhi', name='Connaught Place', type='neighborhood', country='India', countryCode='IN')",25,2561,541,
2019-09-27 12:36:11+00:00,1177562580484796416,Here in #Mumbai  we are out on the streets demanding for a #ClimateEmergency .. we need to get together and make enough noise! It's not the time to be quiet #FridaysForFuture https://t.co/knEKbkk1Ff,Greenpeace,,4,447,149,
2019-09-27 12:29:07+00:00,1177560799700762624,"BAM!! BUDAPEST our in force to push for action on the #climatecrisis. 

There is no time to waste, there is no planet B. #ActOnClimate

#climate #energy #ClimateAction #FridaysForFuture #go100re

 https://t.co/5sWaquGGjU",MikeHudema,,12,444,166,
2019-09-27 12:25:10+00:00,1177559807684988929,"About 24 hours ago we decided the #ClimateStrike Week of Action was going so well that we’d hold a redux in Washington, DC to keep up the pressure.

Now we’ve got hundreds of people reclaiming our streets at 7am.

Another world is truly possible. #FridaysForFuture #ShutDownDC https://t.co/sjmdrAg86h",collinrees,"Place(id='01fbe706f872cb32', fullName='Washington, DC', name='Washington', type='city', country='United States', countryCode='US')",9,341,108,
2019-09-27 12:21:09+00:00,1177558797478445056,"""Change is coming, whether you like it or not."" - Greta Thunberg 
#FridaysForFuture https://t.co/54QFzUafBG",4ocean,,9,1955,563,
2019-09-27 12:19:12+00:00,1177558306040229888,The Hague! #ClimateStrike #FridaysForFuture,GretaThunberg,,38,4042,805,
2019-09-27 12:18:02+00:00,1177558009393963008,"i’m so proud of my friend

#FridaysForFuture 🌍 https://t.co/KhbmDEN5a4",LATURROMANTIKA,"Place(id='72600cca9a98ed11', fullName='Ferrara, Emilia Romagna', name='Ferrara', type='city', country='Italy', countryCode='IT')",5,1023,245,
2019-09-27 12:16:31+00:00,1177557629759086594,"Seoul, South Korea #ClimateStrike #FridaysForFuture",GretaThunberg,,47,5351,961,
2019-09-27 10:56:11+00:00,1177537411825504261,"150k in Torino, Italy 💕
#climatestrike #fridaysforfuture https://t.co/LyF0I3owKe",silthesilly,,25,3354,539,
2019-09-27 10:47:35+00:00,1177535249179451395,"We’re still there. Up with climate protection, down with coal. 
Climate strike No. 41 in Berlin today. #FridaysForFuture https://t.co/qx2tO6XPQZ",Luisamneubauer,"Place(id='3078869807f9dd36', fullName='Berlin, Germany', name='Berlin', type='city', country='Germany', countryCode='DE')",41,1494,210,
2019-09-27 10:40:13+00:00,1177533394374336517,The Netherlands are getting ready! They are gathering in Den Haag. #ClimateStrike #FridaysForFuture,GretaThunberg,,88,5203,855,
2019-09-27 10:34:12+00:00,1177531880834523139,"MASSIVE! Tens of thousands out on the streets of Milan to demand action on the growing #climatecrisis.

There is no time to waste, there is no planet B. #ActOnClimate

#climate #energy #go100re #GreenNewDeal #FridaysForFuture #klimaatstaking https://t.co/vbRmSG1SMM",MikeHudema,,112,16685,3235,
2019-09-27 10:30:00+00:00,1177530822481498112,"Young people around the world are demanding change - they’re asking for #ClimateAction. Now. 

#FridaysForFuture https://t.co/jF9ctsgH9Y",UNICEF,,23,795,237,
2019-09-27 10:29:22+00:00,1177530664247341057,Incredible pictures from all over Italy! This is Torino #ClimateStrike #FridaysForFuture,GretaThunberg,,574,77963,12084,
2019-09-27 10:26:57+00:00,1177530056731758592,Vienna is getting ready! #ClimateStrike #FridaysForFuture,GretaThunberg,,46,3762,532,
2019-09-27 10:11:44+00:00,1177526228191858689,"Bellisima!!!!!! Buongiorno Roma. Thousands upon thousands standing up for the planet.

There is no planet b, there is no time to waste. #ActOnClimate

#ClimateStrike #ClimateAction #FridaysForFuture #klimaatstaking #go100re 

https://t.co/4a2t5mEqpv",MikeHudema,,8,586,229,
2019-09-27 10:08:04+00:00,1177525305365467137,Break for Climate in Copenhagen #ClimateStrike #FridaysForFuture #ClimateAction https://t.co/6VWsriqVCS,FerRacimo,,6,1561,275,
2019-09-27 09:59:13+00:00,1177523076826882048,Global Strike for Future: Torino presente! #ClimateStrike #ClimateAction #FridaysForFuture https://t.co/6UP7GSHt8D,SaraCapellaro,,162,16299,3424,
2019-09-27 09:54:03+00:00,1177521775120269313,"Wow! They just keep COMING!!! Thousands out on the streets of #Venice to demand we #ActOnClimate.

We have the solutions to the #ClimateCrisis, let’s implement them.

#climate #climatestrike #klimaatstaking #FridaysForFuture 
https://t.co/6Kdb9NIAmi",MikeHudema,,5,401,172,
